,Input,Output
1017,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-transform-conditional
1018,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1019,com-snaplogic-snaps-transform-conditional,com-snaplogic-snaps-flow-router
1020,com-snaplogic-snaps-workday-workdaywrite,com-snaplogic-snaps-transform-datatransform
1021,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-update
1022,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdaywrite
1023,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-binary-write
1024,com-snaplogic-snaps-binary-write,com-snaplogic-snaps-google-bigquery-bulkloadfromcloudstorage
1025,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-update
1026,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-transform-datatransform
1027,com-snaplogic-snaps-box-boxread,com-snaplogic-snaps-transform-csvparser
1028,com-snaplogic-snaps-box-browser,com-snaplogic-snaps-box-boxread
1029,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-email-emailsender
1030,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1031,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1032,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1033,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1034,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-soap-soapexecute
1035,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-soap-soapexecute
1036,com-snaplogic-snaps-soap-soapexecute,com-snaplogic-snaps-transform-datatransform
1037,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-snaplogic-update
1038,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1039,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1040,com-snaplogic-snaps-snaplogic-read,com-snaplogic-snaps-flow-router
1041,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-snaplogic-update
1042,com-snaplogic-snaps-snaplogic-list,com-snaplogic-snaps-snaplogic-read
1043,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-rest-get
1044,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
1045,com-snaplogic-snaps-rest-put,com-snaplogic-snaps-flow-filter
1046,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
1047,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1048,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1049,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1050,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-multijoin
1051,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-transform-datatransform
1052,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1053,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1054,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1055,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1056,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-transform-datatransform
1057,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-router
1058,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1059,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1060,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-put
1061,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1062,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1063,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-flow-copy
1064,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-datatransform
1065,com-snaplogic-snaps-transform-excelparser,com-snaplogic-snaps-transform-jsongenerator
1066,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-rest-post
1067,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-excelparser
1068,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-jsonsplitter
1069,com-snaplogic-snaps-binary-write,com-snaplogic-snaps-binary-fileoperation
1070,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-router
1071,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-binary-write
1072,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-binary-simpleread
1073,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-pipeexec
1074,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-filter
1075,com-snaplogic-snaps-binary-directorybrowser,com-snaplogic-snaps-flow-pipeexec
1076,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-router
1077,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-filter
1078,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-pipeexec
1079,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1080,com-snaplogic-snaps-transform-sequence,com-snaplogic-snaps-transform-multijoin
1081,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-flow-router
1082,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1083,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-datatransform
1084,com-snaplogic-snaps-jira-search,com-snaplogic-snaps-transform-datatransform
1085,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-email-emailsender
1086,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1087,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-email-emailsender
1088,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1089,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
1090,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-create
1091,com-snaplogic-snaps-salesforce-lookup,com-snaplogic-snaps-flow-router
1092,com-snaplogic-snaps-salesforce-create,com-snaplogic-snaps-transform-multijoin
1093,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1094,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1095,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1096,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1097,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1098,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-read
1099,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-flow-copy
1100,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-lookup
1101,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1102,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1103,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowinsert
1104,com-snaplogic-snaps-servicenow-servicenowinsert,com-snaplogic-snaps-transform-datatransform
1105,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-email-emailsender
1106,com-snaplogic-snaps-transform-aggregate,com-snaplogic-snaps-transform-structuraltransform
1107,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-structuraltransform
1108,com-snaplogic-snaps-sap-execute,com-snaplogic-snaps-transform-aggregate
1109,com-snaplogic-snaps-transform-structuraltransform,com-snaplogic-snaps-salesforce-update
1110,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-salesforce-query
1111,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-salesforce-query
1112,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-transform-datatransform
1113,com-snaplogic-snaps-transform-structuraltransform,com-snaplogic-snaps-sap-execute
1114,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-salesforce-query
1115,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-salesforce-query
1116,com-snaplogic-snaps-salesforce-update,com-snaplogic-snaps-transform-jsonformatter
1117,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1118,com-snaplogic-snaps-redshift-multiexecute,com-snaplogic-snaps-binary-simpleread
1119,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-multiexecute
1120,com-snaplogic-snaps-binary-s3filewriter,com-snaplogic-snaps-transform-datatransform
1121,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-binary-s3filewriter
1122,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-multiexecute
1123,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1124,com-snaplogic-snaps-redshift-select,com-snaplogic-snaps-flow-router
1125,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-jsonformatter
1126,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1127,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-subscriber
1128,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-transform-datatransform
1129,com-snaplogic-snaps-salesforce-subscriber,com-snaplogic-snaps-flow-pipeexec
1130,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-datatransform
1131,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
1132,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-create
1133,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-multijoin
1134,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-sort
1135,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-multijoin
1136,com-snaplogic-snaps-oracle-select,com-snaplogic-snaps-transform-sort
1137,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1138,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-transform-datatransform
1139,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowinsert
1140,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-head
1141,com-snaplogic-snaps-netsuite-search,com-snaplogic-snaps-transform-jsonsplitter
1142,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-datatransform
1143,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-netsuite-search
1144,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowquery
1145,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-box-boxwrite
1146,com-snaplogic-snaps-email-emailreader,com-snaplogic-snaps-transform-datatransform
1147,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-binary-simpleread
1148,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1149,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-flow-head
1150,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1151,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowinsert
1152,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-multijoin
1153,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-salesforce-read
1154,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1155,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-datatransform
1156,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1157,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1158,com-snaplogic-snaps-transform-groupbyfields,com-snaplogic-snaps-transform-jsongenerator
1159,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-groupbyfields
1160,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-multijoin
1161,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-flow-pipeexec
1162,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-multijoin
1163,com-snaplogic-snaps-oracle-execute,com-snaplogic-snaps-transform-datatransform
1164,com-snaplogic-snaps-hive-execute,com-snaplogic-snaps-transform-jsonformatter
1165,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-transform-datatransform
1166,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1167,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-flow-pipeexec
1168,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-hive-execute
1169,com-snaplogic-snaps-netsuite-search,com-snaplogic-snaps-transform-jsonsplitter
1170,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1171,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-netsuite-search
1172,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-bulkload
1173,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1174,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-transform-jsonsplitter
1175,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1176,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-oracle-insert
1177,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1178,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1179,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1180,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-datatransform
1181,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
1182,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-transform-csvparser
1183,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonformatter
1184,com-snaplogic-snaps-transform-csvgenerator,com-snaplogic-snaps-flow-head
1185,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1186,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-csvformatter
1187,com-snaplogic-snaps-script-script,com-snaplogic-snaps-transform-datatransform
1188,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-flow-head
1189,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-script-script
1190,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-csvformatter
1191,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-jsongenerator
1192,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-transform-multijoin
1193,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-rest-post
1194,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-multijoin
1195,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-read
1196,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdaywrite
1197,com-snaplogic-snaps-dynamicscrm-create,com-snaplogic-snaps-dynamicscrm-read
1198,com-snaplogic-snaps-dynamicscrm-read,com-snaplogic-snaps-transform-datatransform
1199,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-dynamicscrm-create
1200,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-snowflake-bulkload
1201,com-snaplogic-snaps-confluentkafka-confluentkafkaconsumer,com-snaplogic-snaps-transform-datatransform
1202,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-rest-post
1203,com-snaplogic-snaps-dynamicscrm-read,com-snaplogic-snaps-flow-filter
1204,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsongenerator
1205,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
1206,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-flow-union
1207,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
1208,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
1209,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1210,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1211,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1212,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1213,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1214,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-transform-datatransform
1215,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-datatransform
1216,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-router
1217,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1218,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1219,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-postgres-select
1220,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-flow-pipeexec
1221,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1222,com-snaplogic-snaps-postgres-lookup,com-snaplogic-snaps-transform-datatransform
1223,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
1224,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1225,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-postgres-lookup
1226,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-postgres-update
1227,com-snaplogic-snaps-flow-tail,com-snaplogic-snaps-flow-router
1228,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1229,com-snaplogic-snaps-transform-groupbyn,com-snaplogic-snaps-flow-pipeexec
1230,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
1231,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1232,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-flow-tail
1233,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1234,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1235,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1236,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1237,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
1238,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-router
1239,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-groupbyn
1240,com-snaplogic-snaps-postgres-select,com-snaplogic-snaps-transform-datatransform
1241,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1242,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-datatransform
1243,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1244,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1245,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-union
1246,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-union
1247,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
1248,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-rest-get
1249,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-datatransform
1250,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonsplitter
1251,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-email-emailsender
1252,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1253,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-groupbyfields
1254,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
1255,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
1256,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-get
1257,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
1258,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-csvformatter
1259,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1260,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1261,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-jsonsplitter
1262,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1263,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-router
1264,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-union
1265,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-jsonformatter
1266,com-snaplogic-snaps-transform-diff,com-snaplogic-snaps-transform-datatransform
1267,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-diff
1268,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-transform-datatransform
1269,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdayread
1270,com-snaplogic-snaps-oracle-execute,com-snaplogic-snaps-transform-diff
1271,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdaywrite
1272,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-binary-simpleread
1273,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-box-boxwrite
1274,com-snaplogic-snaps-binary-directorybrowser,com-snaplogic-snaps-flow-filter
1275,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-transform-datatransform
1276,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-documenttobinary
1277,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-transform-jsonsplitter
1278,com-snaplogic-snaps-transform-documenttobinary,com-snaplogic-snaps-transform-csvparser
1279,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-rest-post
1280,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1281,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-slack-sendmessage
1282,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1283,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1284,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1285,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-rest-get
1286,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-flow-router
1287,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-create
1288,com-snaplogic-snaps-salesforce-create,com-snaplogic-snaps-flow-union
1289,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
1290,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1291,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-transform-encryptfield
1292,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-decryptfield
1293,com-snaplogic-snaps-transform-encryptfield,com-snaplogic-snaps-transform-datatransform
1294,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1295,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-transform-datatransform
1296,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1297,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1298,com-snaplogic-snaps-transform-groupbyn,com-snaplogic-snaps-transform-multijoin
1299,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-groupbyn
1300,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-csvparser
1301,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1302,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
1303,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-csvformatter
1304,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdayread
1305,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1306,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1307,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-transform-jsonsplitter
1308,com-snaplogic-snaps-transform-aggregate,com-snaplogic-snaps-flow-union
1309,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-aggregate
1310,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-csvformatter
1311,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
1312,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1313,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonformatter
1314,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1315,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-copy
1316,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1317,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-transform-datatransform
1318,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsongenerator
1319,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1320,com-snaplogic-snaps-oracle-execute,com-snaplogic-snaps-transform-datatransform
1321,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-oracle-execute
1322,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-jms-jmsacknowledge
1323,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1324,com-snaplogic-snaps-jms-jmsconsumer,com-snaplogic-snaps-transform-binarytodocument
1325,com-snaplogic-snaps-transform-binarytodocument,com-snaplogic-snaps-transform-datatransform
1326,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1327,com-snaplogic-snaps-netsuite-create,com-snaplogic-snaps-flow-copy
1328,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-reltiosnapconnector-reltiowrite
1329,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1330,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
1331,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonformatter
1332,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-netsuite-create
1333,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-flow-head
1334,com-snaplogic-snaps-transform-groupbyn,com-snaplogic-snaps-transform-datatransform
1335,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowquery
1336,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-groupbyn
1337,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-sort
1338,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-flow-router
1339,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-router
1340,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1341,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1342,com-snaplogic-snaps-teradata-tptload,com-snaplogic-snaps-teradata-execute
1343,com-snaplogic-snaps-mysql-select,com-snaplogic-snaps-teradata-tptload
1344,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1345,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
1346,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-groupbyn
1347,com-snaplogic-snaps-ldap-ldapsearch,com-snaplogic-snaps-flow-filter
1348,com-snaplogic-snaps-transform-groupbyn,com-snaplogic-snaps-flow-union
1349,com-snaplogic-snaps-ldap-ldapsearch,com-snaplogic-snaps-transform-datatransform
